cwd,exit,items,ppid,pid,comm,timedelta,id_anomalies,num_id_anomalies
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7346.0,sed,,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7358.0,grep,0.023999929428100586,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,7359.0,7361.0,awk,0.015000104904174805,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,7362.0,7365.0,awk,0.03099989891052246,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,7362.0,7364.0,grep,0.003000020980834961,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,7362.0,7363.0,cat,0.005000114440917969,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7367.0,grep,0.01699995994567871,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7371.0,sed,0.006999969482421875,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7376.0,sed,0.002000093460083008,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7375.0,sed,-0.0010001659393310547,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7374.0,sed,0.003000020980834961,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7372.0,sed,0.002000093460083008,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7369.0,sed,0.003999948501586914,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7378.0,sed,0.006000041961669922,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7377.0,sed,0.0,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7373.0,sed,0.009000062942504883,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7370.0,sed,0.0019998550415039062,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7381.0,grep,0.06299996376037598,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,7382.0,7384.0,awk,0.006999969482421875,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,7385.0,7388.0,awk,0.009999990463256836,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,7385.0,7387.0,grep,0.002000093460083008,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,7385.0,7386.0,cat,0.003999948501586914,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7390.0,grep,0.02500009536743164,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7394.0,sed,0.006000041961669922,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7397.0,sed,0.009999990463256836,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7398.0,sed,0.0019998550415039062,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7401.0,sed,0.0010001659393310547,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7399.0,sed,0.0,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7395.0,sed,0.0009999275207519531,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7393.0,sed,0.003000020980834961,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7400.0,sed,0.003000020980834961,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7392.0,sed,0.006999969482421875,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7396.0,sed,-0.023000001907348633,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7404.0,grep,0.06200003623962402,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,7405.0,7407.0,awk,0.014999866485595703,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,7408.0,7410.0,grep,0.013000011444091797,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,7408.0,7409.0,cat,0.0010001659393310547,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,7408.0,7411.0,awk,0.0019998550415039062,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7413.0,grep,0.018000125885009766,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7423.0,sed,0.009999990463256836,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7415.0,sed,0.0019998550415039062,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7424.0,sed,0.018000125885009766,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7422.0,sed,0.003000020980834961,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7418.0,sed,0.0019998550415039062,0.0,0
/home/matteo/Desktop/priv_esc_scripts/linpeas,0.0,2.0,6677.0,7419.0,sed,0.0010001659393310547,0.0,0
